alpha_type;time;iter;alpha;status;y001_int_Wheat;y001_int_Beetroot;y001_int_Cloves;y001_int_Broad_Bean;y001_int_Green_Onion;y001_int_Autumn_Potatoes;y001_int_Sunflower;y001_int_Maize;y001_int_Tomatoes;y001_int_Cucumbers;y001_int_Okra;y001_int_Watermelon;y002_int_Wheat;y002_int_Beetroot;y002_int_Cloves;y002_int_Broad_Bean;y002_int_Green_Onion;y002_int_Autumn_Potatoes;y002_int_Sunflower;y002_int_Maize;y002_int_Tomatoes;y002_int_Cucumbers;y002_int_Okra;y002_int_Watermelon;y003_int_Wheat;y003_int_Beetroot;y003_int_Cloves;y003_int_Broad_Bean;y003_int_Green_Onion;y003_int_Autumn_Potatoes;y003_int_Sunflower;y003_int_Maize;y003_int_Tomatoes;y003_int_Cucumbers;y003_int_Okra;y003_int_Watermelon;y004_int_Wheat;y004_int_Beetroot;y004_int_Cloves;y004_int_Broad_Bean;y004_int_Green_Onion;y004_int_Autumn_Potatoes;y004_int_Sunflower;y004_int_Maize;y004_int_Tomatoes;y004_int_Cucumbers;y004_int_Okra;y004_int_Watermelon;y005_int_Wheat;y005_int_Beetroot;y005_int_Cloves;y005_int_Broad_Bean;y005_int_Green_Onion;y005_int_Autumn_Potatoes;y005_int_Sunflower;y005_int_Maize;y005_int_Tomatoes;y005_int_Cucumbers;y005_int_Okra;y005_int_Watermelon;y006_int_Wheat;y006_int_Beetroot;y006_int_Cloves;y006_int_Broad_Bean;y006_int_Green_Onion;y006_int_Autumn_Potatoes;y006_int_Sunflower;y006_int_Maize;y006_int_Tomatoes;y006_int_Cucumbers;y006_int_Okra;y006_int_Watermelon;y007_int_Wheat;y007_int_Beetroot;y007_int_Cloves;y007_int_Broad_Bean;y007_int_Green_Onion;y007_int_Autumn_Potatoes;y007_int_Sunflower;y007_int_Maize;y007_int_Tomatoes;y007_int_Cucumbers;y007_int_Okra;y007_int_Watermelon;y008_int_Wheat;y008_int_Beetroot;y008_int_Cloves;y008_int_Broad_Bean;y008_int_Green_Onion;y008_int_Autumn_Potatoes;y008_int_Sunflower;y008_int_Maize;y008_int_Tomatoes;y008_int_Cucumbers;y008_int_Okra;y008_int_Watermelon;y009_int_Wheat;y009_int_Beetroot;y009_int_Cloves;y009_int_Broad_Bean;y009_int_Green_Onion;y009_int_Autumn_Potatoes;y009_int_Sunflower;y009_int_Maize;y009_int_Tomatoes;y009_int_Cucumbers;y009_int_Okra;y009_int_Watermelon;y001_bin_Wheat;y001_bin_Beetroot;y001_bin_Cloves;y001_bin_Broad_Bean;y001_bin_Green_Onion;y001_bin_Autumn_Potatoes;y001_bin_Sunflower;y001_bin_Maize;y001_bin_Tomatoes;y001_bin_Cucumbers;y001_bin_Okra;y001_bin_Watermelon;y002_bin_Wheat;y002_bin_Beetroot;y002_bin_Cloves;y002_bin_Broad_Bean;y002_bin_Green_Onion;y002_bin_Autumn_Potatoes;y002_bin_Sunflower;y002_bin_Maize;y002_bin_Tomatoes;y002_bin_Cucumbers;y002_bin_Okra;y002_bin_Watermelon;y003_bin_Wheat;y003_bin_Beetroot;y003_bin_Cloves;y003_bin_Broad_Bean;y003_bin_Green_Onion;y003_bin_Autumn_Potatoes;y003_bin_Sunflower;y003_bin_Maize;y003_bin_Tomatoes;y003_bin_Cucumbers;y003_bin_Okra;y003_bin_Watermelon;y004_bin_Wheat;y004_bin_Beetroot;y004_bin_Cloves;y004_bin_Broad_Bean;y004_bin_Green_Onion;y004_bin_Autumn_Potatoes;y004_bin_Sunflower;y004_bin_Maize;y004_bin_Tomatoes;y004_bin_Cucumbers;y004_bin_Okra;y004_bin_Watermelon;y005_bin_Wheat;y005_bin_Beetroot;y005_bin_Cloves;y005_bin_Broad_Bean;y005_bin_Green_Onion;y005_bin_Autumn_Potatoes;y005_bin_Sunflower;y005_bin_Maize;y005_bin_Tomatoes;y005_bin_Cucumbers;y005_bin_Okra;y005_bin_Watermelon;y006_bin_Wheat;y006_bin_Beetroot;y006_bin_Cloves;y006_bin_Broad_Bean;y006_bin_Green_Onion;y006_bin_Autumn_Potatoes;y006_bin_Sunflower;y006_bin_Maize;y006_bin_Tomatoes;y006_bin_Cucumbers;y006_bin_Okra;y006_bin_Watermelon;y007_bin_Wheat;y007_bin_Beetroot;y007_bin_Cloves;y007_bin_Broad_Bean;y007_bin_Green_Onion;y007_bin_Autumn_Potatoes;y007_bin_Sunflower;y007_bin_Maize;y007_bin_Tomatoes;y007_bin_Cucumbers;y007_bin_Okra;y007_bin_Watermelon;y008_bin_Wheat;y008_bin_Beetroot;y008_bin_Cloves;y008_bin_Broad_Bean;y008_bin_Green_Onion;y008_bin_Autumn_Potatoes;y008_bin_Sunflower;y008_bin_Maize;y008_bin_Tomatoes;y008_bin_Cucumbers;y008_bin_Okra;y008_bin_Watermelon;y009_bin_Wheat;y009_bin_Beetroot;y009_bin_Cloves;y009_bin_Broad_Bean;y009_bin_Green_Onion;y009_bin_Autumn_Potatoes;y009_bin_Sunflower;y009_bin_Maize;y009_bin_Tomatoes;y009_bin_Cucumbers;y009_bin_Okra;y009_bin_Watermelon;OF_Optimized;net_income_total;net_income_y001;net_income_y002;net_income_y003;net_income_y004;net_income_y005;net_income_y006;net_income_y007;net_income_y008;net_income_y009;ua_total;ua_y001;ua_y002;ua_y003;ua_y004;ua_y005;ua_y006;ua_y007;ua_y008;ua_y009;crop_diversity_total;crop_diversity_y001;crop_diversity_y002;crop_diversity_y003;crop_diversity_y004;crop_diversity_y005;crop_diversity_y006;crop_diversity_y007;crop_diversity_y008;crop_diversity_y009
alpha_sig_06;0.1031959056854248;530;0.8619798055409599;Optimal;1500;0;0;895;0;0;113;1144;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9558638552369051;56093431.99999999;6313818.4;6187684.8;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41894;4654;4655;4655;4655;4655;4655;4655;4655;4655;46;5;6;5;5;5;5;5;5;5
alpha_sig_06;0.13050055503845215;531;0.8689710924116109;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0.9580701650166985;56094831.99999999;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6187684.8;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;46;5;5;5;5;5;5;5;5;6
alpha_sig_06;0.2000880241394043;532;0.8756593263662039;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.960161942285623;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.17908334732055664;533;0.8820525045957271;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9621941267392861;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.21779823303222656;534;0.8881589514108997;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9641351685559475;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.15903520584106445;535;0.8939872489293186;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9659877957130585;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.0835113525390625;536;0.8995461727614169;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9677547976931531;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.12252593040466309;537;0.9048446327727061;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.969439006654127;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.14776992797851562;538;0.9098916189221611;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9708486715293874;56151851.199999996;6332504.0;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41879;4639;4655;4655;4655;4655;4655;4655;4655;4655;44;4;5;5;5;5;5;5;5;5
alpha_sig_06;0.17622828483581543;539;0.9146961521103655;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9725704858221068;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.1401827335357666;540;0.9192672399157118;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9740234866991127;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.16474461555480957;541;0.92361383705184;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9754051292576721;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.14558053016662598;542;0.9277448103438599;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9767182319745258;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.17552781105041504;543;0.9316689079937788;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9779655756199743;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.10153317451477051;544;0.935394732886126;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9791498947725851;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.15276885032653809;545;0.9389307196720248;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9802738705349782;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.10243892669677734;546;0.9422851153630463;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9813401243652335;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
alpha_sig_06;0.18181467056274414;547;0.9454659631642164;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1500;0;0;895;0;0;363;895;0;0;1002;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0.9823512129379149;56134565.599999994;6315218.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;6227418.4;41895;4655;4655;4655;4655;4655;4655;4655;4655;4655;45;5;5;5;5;5;5;5;5;5
